Corps,Catégorie
"Email d'origine : Formulaire de contact   Renseignement (7).msg

email envoye automatiquement suite a une demande sur le site energies madame courtois telephone objet renseignement adresse electronique message bonjour je ne reussi pas a creer un compte personnel lors de creation un message me dit que mon adresse est introvable d'autre part j'ai recu un mail le juillet me demandant de renvoyer mon mandat de prelevement signe je n'ai pas recu ce mandat pouvezvous me l'envoyer bien cordialement courtois lents energies social rue du marais vert cedex ",5
"Email d'origine : Re  Votre demande de résiliation (7).msg

bonjour je n'ai malheureusement pas les releves de compteur en date du mars je vais tacher de voir avec mon ancien proprietaire s'il a ces informations si non quelles sont les demarches a suivre cordialement le mercredi juin h accueil a ecrit bonjour monsieur nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au rue de ziegelau a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail vos releves de compteur en heures creuses et en heures pleines effectues le jour de votre etat des lieux de sortie votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse nous restons a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye mardi juin a accueil objet resiliation contrat n° bonjour je souhaiterais resilier mon contrat n° nom mon mail est un peu tardif j'ai quitte mon ancien logement le mars je souhaiterais regulariser cette situation je reste a votre disposition pour tout documentsinformations supplementaires merci d'avance pour votre retour cordialement ",1
"Email d'origine : Re  Votre demande Facture Nr  17002728S du 28 06 2017.msg

bonjour voici mes coordonnees bancaires sparkasse gaggenau iban de bic soladesbad merci pour votre service cordialement am um schrieb accueil mailto bonjour monsieur nous faisons suite a votre demande nous vous invitons a nous transmettre vos coordonnees bancaires completes votre banque afin nous permettre traiter votre demande nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas necessite vous contribuerez a preservation l'environnement energies sa rue du marais vert cedex rcs b email mailto message d'origine mailto envoye jeudi juillet a accueil mailto objet facture nr s du monsieur madame estce que vous pourriez menvoyer largent sur mon compte en allemagne je nai pas rib merci pour votre reponse cordialement ",2
"Email d'origine : Formulaire de contact   Divers (46).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour un prelevement de euros sera fait le serait il possible de le differer exceptionnellement au cordialement energies social rue du marais vert cedex ",4
"Email d'origine : Formulaire de contact   Divers (111).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour pour cause de demenagement je souhaiterai arreter mon contrat d'electricite pour notre appartement situe au rue de ringendorf a lixhausen merci pour votre aide dans cette energies social rue du marais vert cedex ",0
"Email d'origine : Création espace personnel.msg

bonjour etant nouvelle cliente j'essaie de creer mon espace personnel mais votre site ne reconnait pas mon adresse rue d'oslo a ° de contrat tel merci d'en prendre note envoye de mon ipad",5
"Email d'origine : Résiliation facture d'électricité - CONTRAT N°1176348.msg

bonjour par presente je vous informe que j'ai demenage a compter du juin et vous prie de bien vouloir trouver cijoint mon etat des lieux de sortie je vous informe donc que je resilier le contrat qui nous lie a compter de ce jour a l'adresse suivante rue du maire je vous prie de me transmettre les prochaines correspondances dont un avoir a recevoir index estimes sur derniere facture superieurs au reel a ma nouvelle adresse rue stiermatt lebas merci d'avance cordialement tel ",0
"Email d'origine : Fwd  A l'attention de Monsieur GOUDEY.msg

a l'attention de monsieur bonjour monsieur suite a notre entretien telephonique du vendredi juin je vous prie de bien vouloir trouver en piece jointe taxe demandee je vous remercie de bien vouloir modifier en consequence et de changer le nom du destinataire a savoir madame s'il vous etait possible de m'envoyer une facture rectificative avec avec mes sinceres remerciements dans l'attente de cette rectification",3
"Email d'origine : Formulaire de contact   Renseignement (8).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet renseignement adresse electronique message pas possible de me connecter sur le site dans mon espace personnel mon adresse mail n'est pas reconnue et il me faudrait un nouveau de passe afin de payer ma facture energies social rue du marais vert cedex ",5
"Email d'origine : Re  Votre demande (77).msg

bonjour madame monsieur comme prevu je vous informe que aujourdhui jai fait letat des lieux de sortie et jai remise les cles de lappartement situe a boulevard de ° etage au proprietaire en effet je demenage a letranger car jai obtenu un nouveau contrat du travail en italie par consequent je vous prie de bien vouloir resilier mon contrat n de fourniture delectricite a compter daujourdhui juin comme demande je vous envoie par retour de mail dernier releve toutes heures du compteur n kwh date releve a mon nouvelle adresse en italie chez marzari rue cannaregio numero d italia pour faciliter votre je vous communique le nome du titulaire du nouveau contrat utilisateur entrant m je vous demande de bien vouloir faire le necessaire pour confirmer ma demande de resiliation bien cordialement gmt accueil mailto bonjour madame nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au boulevard de a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail vos releves de compteur en heures creuses et en heures pleines ainsi que votre nouvelle adresse le apres votre demenagement votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse que nous vous remercions de bien vouloir nous indiquer nous restons a votre disposition pour tous renseignements complementaires cordialement guete alexandra votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto reference client commentaires du client bonjour dans un mois le prochaine je pars vivre a l'etranger et donc je dois quitter mon contrat du bail et mon contrat avec electricite quelles sont les demarches a suivre pour faire resiliation de contrat merci pour votre attention cordialement ",0
